time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,stationName,active
2020-10-29T22:02:47.979Z,-6.5265,149.1405,38.38,4.7,mb,,66,3.467,0.64,us,us7000c7ry,2020-10-29T22:20:32.040Z,"57 km SW of Kandrian, Papua New Guinea",earthquake,6.8,7,0.106,27,reviewed,us,us,tram xxx,1
2020-10-29T21:29:37.705Z,-17.8835,-178.2231,523.75,4.3,mb,,73,3.55,0.76,us,us7000c7rl,2020-10-29T21:46:40.040Z,"261 km E of Levuka, Fiji",earthquake,13.7,9.1,0.073,53,reviewed,us,us,tram xxx,1
2020-10-29T19:01:24.105Z,13.469,-90.3629,53.68,4.6,mb,,136,1.469,0.81,us,us7000c7ni,2020-10-29T23:17:17.728Z,"55 km SW of San Francisco Menéndez, El Salvador",earthquake,7.9,8.1,0.043,162,reviewed,us,us,tram xxx,1
2020-10-29T18:45:29.525Z,-17.5216,-174.124,149.13,4.9,mb,,73,4.276,1.07,us,us7000c7n8,2020-10-29T21:34:54.040Z,"125 km N of Neiafu, Tonga",earthquake,7.4,7.8,0.104,29,reviewed,us,us,tram xxx,1
2020-10-29T17:39:48.165Z,6.8966,-73.1332,140.79,4.3,mb,,126,0.998,0.72,us,us7000c7m3,2020-10-29T21:13:54.040Z,"13 km SW of Piedecuesta, Colombia",earthquake,9,11.2,0.099,29,reviewed,us,us,tram xxx,1
2020-10-29T17:37:08.957Z,16.3474,-98.1165,35,4.3,mb,,182,1.282,0.95,us,us7000c7lw,2020-10-29T23:53:18.038Z,"4 km S of Mancuernas, Mexico",earthquake,9.2,2,0.056,92,reviewed,us,us,tram xxx,1
2020-10-29T16:33:06.042Z,28.1853,142.3467,10,4.6,mb,,136,5.376,0.94,us,us7000c7kk,2020-10-29T19:08:33.040Z,"Bonin Islands, Japan region",earthquake,11.7,1.9,0.06,84,reviewed,us,us,tram xxx,1
2020-10-29T16:32:28.182Z,54.3624,-159.6192,28.48,4.1,mwr,,105,0.469,0.7,us,us7000c7k6,2020-10-29T17:49:04.040Z,"122 km SSE of Sand Point, Alaska",earthquake,5.3,3.7,0.089,12,reviewed,us,us,tram xxx,1
2020-10-29T16:08:38.793Z,-17.7271,-69.8051,148.93,4.9,mww,,105,0.338,0.85,us,us7000c7ji,2020-10-29T16:48:12.612Z,"17 km ENE of Palca, Peru",earthquake,6.3,4.4,0.089,12,reviewed,us,us,tram xxx,1
2020-10-29T15:06:00.260Z,17.9685,-66.9393,8,3.19,md,22,181,0.0605,0.2,pr,pr2020303003,2020-10-29T18:36:01.040Z,"3 km SW of Fuig, Puerto Rico",earthquake,0.44,0.74,0.13,9,reviewed,pr,pr,tram xxx,1
2020-10-29T12:19:40.122Z,54.5568,-159.7715,7.78,3.6,ml,,205,0.294,1.41,us,us7000c7h9,2020-10-29T12:46:42.040Z,"98 km SSE of Sand Point, Alaska",earthquake,5.9,10.6,0.069,28,reviewed,us,us,tram xxx,1
2020-10-29T11:28:14.362Z,-2.7391,127.9587,54.81,4.2,mb,,102,3.537,0.94,us,us7000c7gy,2020-10-30T08:45:58.040Z,"Ceram Sea, Indonesia",earthquake,6.9,12.1,0.186,8,reviewed,us,us,tram xxx,1
2020-10-29T11:04:33.790Z,19.422,-155.2478333,0.53,2.77,ml,45,109,,0.09,hv,hv72206366,2020-10-30T11:06:59.797Z,"2 km SSW of Volcano, Hawaii",earthquake,0.13,0.09,0.178518433,26,reviewed,hv,hv,tram xxx,1
2020-10-29T09:32:43.603Z,37.6247,71.7774,51.44,4.9,mb,,54,1.855,1.04,us,us7000c7f1,2020-10-29T10:02:13.448Z,"24 km NE of Khorugh, Tajikistan",earthquake,6.7,8.1,0.07,64,reviewed,us,us,tram xxx,1
2020-10-29T08:00:34.172Z,-15.5972,167.6949,117.94,4.5,mb,,59,0.496,0.74,us,us7000c7ef,2020-10-29T08:28:19.040Z,"57 km E of Luganville, Vanuatu",earthquake,9.2,5.6,0.09,37,reviewed,us,us,tram xxx,1
2020-10-29T07:40:52.224Z,-62.4843,-58.3891,10,5,mb,,99,0.278,0.7,us,us7000c7e8,2020-10-29T08:00:36.040Z,South Shetland Islands,earthquake,8,1.9,0.088,41,reviewed,us,us,tram xxx,1
2020-10-29T07:23:07.467Z,13.7241,121.0198,10,4.6,mb,,114,7.989,0.96,us,us7000c7e7,2020-10-29T08:02:57.928Z,"3 km WSW of Wawa, Philippines",earthquake,7.9,1.9,0.125,19,reviewed,us,us,tram xxx,1
2020-10-29T07:14:52.643Z,54.3302,-159.661,20.09,2.8,ml,,210,0.503,0.66,us,us7000c7q7,2020-11-02T13:54:04.040Z,"124 km SSE of Sand Point, Alaska",earthquake,5.8,12.2,0.066,30,reviewed,us,us,tram xxx,1
2020-10-29T07:02:46.825Z,-62.28,-58.1761,10,5.1,mww,,57,0.231,0.95,us,us7000c7dw,2020-10-29T07:24:54.040Z,South Shetland Islands,earthquake,4.3,1.7,0.093,11,reviewed,us,us,tram xxx,1
2020-10-29T06:45:43.744Z,61.6915,-147.7251,20,2.5,ml,,,,0.89,ak,ak020dx7ohpa,2020-10-29T20:18:49.817Z,"13 km SSW of Glacier View, Alaska",earthquake,,0.3,,,reviewed,ak,ak,tram xxx,1
2020-10-29T06:45:43.310Z,35.5918333,-117.5996667,4.4,2.58,ml,43,35,0.06039,0.14,ci,ci39448471,2020-10-31T00:44:01.165Z,"8km ESE of Ridgecrest, CA",earthquake,0.13,0.32,0.158,94,reviewed,ci,ci,tram xxx,1
2020-10-29T06:11:59.986Z,53.967,-159.49,49.8,2.7,ml,,,,1.47,ak,ak020dx7hdgb,2020-10-29T19:43:21.163Z,"165 km SSE of Sand Point, Alaska",earthquake,,6.1,,,reviewed,ak,ak,tram xxx,1
2020-10-29T06:10:45.340Z,17.9543,-66.9825,5,2.65,md,20,196,0.0635,0.14,pr,pr2020303001,2020-10-29T14:13:14.970Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.39,0.29,0.32,11,reviewed,pr,pr,tram xxx,1
2020-10-29T05:25:43.896Z,13.743,120.9268,10,4.8,mb,,111,8.947,0.68,us,us7000c7dk,2020-10-29T13:28:01.431Z,"1 km NW of Talaga, Philippines",earthquake,9.7,1.9,0.09,38,reviewed,us,us,tram xxx,1
2020-10-29T05:03:18.468Z,54.3977,-159.68,20.51,2.8,ml,,239,1.059,0.57,us,us7000c7dj,2020-10-29T05:49:59.040Z,"116 km SSE of Sand Point, Alaska",earthquake,3.5,11.8,0.097,14,reviewed,us,us,tram xxx,1
2020-10-29T04:44:43.389Z,-57.9467,-25.3409,35,4.9,mb,,51,7.23,0.69,us,us7000c7da,2020-10-30T01:08:39.040Z,South Sandwich Islands region,earthquake,10.4,1.9,0.11,26,reviewed,us,us,tram xxx,1
2020-10-29T03:57:39.512Z,6.8292,-73.0648,139,4.3,mb,,73,0.93,0.48,us,us7000c7d3,2020-10-30T01:03:50.040Z,"11 km NNE of Jordán, Colombia",earthquake,7.9,10.2,0.064,68,reviewed,us,us,tram xxx,1
2020-10-29T03:57:10.286Z,54.4096,-159.5514,19.71,2.9,ml,,276,1.083,0.75,us,us7000c7d7,2020-10-30T00:50:01.040Z,"119 km SSE of Sand Point, Alaska",earthquake,8.3,15.6,0.148,6,reviewed,us,us,tram xxx,1
2020-10-29T02:14:05.261Z,44.1866,-115.0835,10,3.3,ml,,78,0.789,0.57,us,us7000c7cs,2020-10-30T01:43:08.371Z,"12 km WSW of Stanley, Idaho",earthquake,2.5,2,0.034,116,reviewed,us,us,tram xxx,1
2020-10-29T01:54:19.966Z,-0.2534,124.5023,63.67,4.7,mb,,44,1.899,0.92,us,us7000c7cl,2020-10-29T23:59:29.040Z,"176 km S of Tomohon, Indonesia",earthquake,7.9,9,0.098,32,reviewed,us,us,tram xxx,1
2020-10-29T01:43:00.220Z,17.889,-66.8776,14,2.59,md,17,232,0.0861,0.22,pr,pr2020303000,2020-10-29T02:14:17.220Z,"9 km SSE of Guánica, Puerto Rico",earthquake,0.76,0.81,0.08,8,reviewed,pr,pr,tram xxx,1
2020-10-29T01:40:06.612Z,31.6719,-104.3231,1.08,3.6,mwr,,56,0.103,0.4,us,us7000c7c5,2020-10-30T01:44:47.154Z,"56 km S of Whites City, New Mexico",earthquake,1.4,1.9,0.08,15,reviewed,us,us,tram xxx,1
2020-10-29T01:20:23.830Z,36.4408333,-90.8418333,11.76,2.46,md,8,135,0.4479,0.17,nm,nm60116123,2020-10-29T22:41:18.040Z,"5 km ENE of Maynard, Arkansas",earthquake,1.22,1.51,0.155,6,reviewed,nm,nm,tram xxx,1
2020-10-29T01:03:26.449Z,36.45116667,-98.778,8.09,2.56,ml,62,51,0,0.16,ok,ok2020vfwa,2020-10-29T23:49:24.895Z,"17 km SSE of Waynoka, Oklahoma",earthquake,,0.4,0.26,27,reviewed,ok,ok,tram xxx,1
2020-10-29T00:36:23.070Z,32.8331667,-115.9453333,11.23,2.6,ml,68,40,0.05714,0.27,ci,ci39448263,2020-10-29T14:41:14.330Z,"12km NNE of Ocotillo, CA",earthquake,0.21,0.44,0.168,84,reviewed,ci,ci,tram xxx,1
2020-10-29T00:13:48.821Z,54.3318,-159.5565,22.52,2.7,ml,,228,0.5,0.58,us,us7000c7bs,2020-10-29T00:54:18.040Z,"127 km SSE of Sand Point, Alaska",earthquake,3.5,11,0.085,18,reviewed,us,us,tram xxx,1
2020-10-28T23:24:50.142Z,54.5702,-159.5498,27.66,4,mb,,163,0.262,0.67,us,us7000c7bk,2020-10-28T23:41:43.040Z,"104 km SE of Sand Point, Alaska",earthquake,6.4,5.9,0.195,7,reviewed,us,us,tram xxx,1
2020-10-28T23:05:45.974Z,54.1003,-159.5779,22.19,2.8,ml,,218,0.732,0.51,us,us7000c7bh,2020-10-29T00:00:21.040Z,"149 km SSE of Sand Point, Alaska",earthquake,7.3,15,0.074,24,reviewed,us,us,tram xxx,1
2020-10-28T22:58:05.780Z,19.19783333,-155.3968333,31.56,2.76,md,48,170,,0.1,hv,hv72205486,2020-10-28T23:13:50.828Z,"8 km E of Pāhala, Hawaii",earthquake,0.43,0.7,0.123670537,23,reviewed,hv,hv,tram xxx,1
2020-10-28T22:47:22.358Z,-0.1518,146.6541,10,4.9,mb,,67,2.009,0.86,us,us7000c7at,2020-10-28T23:03:48.040Z,"219 km NNW of Lorengau, Papua New Guinea",earthquake,8.5,1.9,0.07,64,reviewed,us,us,tram xxx,1
2020-10-28T22:19:09.850Z,18.033,-66.8146,15,2.81,md,20,112,0.0868,0.18,pr,pr2020302025,2020-10-28T22:46:25.931Z,"2 km WNW of Guayanilla, Puerto Rico",earthquake,0.4,0.48,0.37,13,reviewed,pr,pr,tram xxx,1
2020-10-28T22:14:47.635Z,54.5676,-159.7755,23.09,3.1,ml,,202,0.285,0.72,us,us7000c7ar,2020-10-28T22:54:23.040Z,"97 km SSE of Sand Point, Alaska",earthquake,6.7,11.6,0.077,22,reviewed,us,us,tram xxx,1
2020-10-28T22:08:09.652Z,-29.7306,-111.6762,10,5.3,mb,,105,3.233,0.63,us,us7000c7a6,2020-10-28T22:25:56.040Z,Easter Island region,earthquake,6.2,1.7,0.03,369,reviewed,us,us,tram xxx,1
2020-10-28T22:03:50.002Z,-7.5582,127.9279,166.29,4.3,mb,,64,3.366,0.64,us,us7000c79y,2020-10-29T05:00:24.040Z,"147 km NE of Lospalos, Timor Leste",earthquake,5.4,9.7,0.153,12,reviewed,us,us,tram xxx,1
2020-10-28T22:00:24.300Z,-62.3067,-58.2464,10,5.4,mww,,66,0.206,1.23,us,us7000c79x,2020-10-29T22:02:00.249Z,South Shetland Islands,earthquake,4.1,1.8,0.089,12,reviewed,us,us,tram xxx,1
2020-10-28T21:57:00.779Z,-62.2805,-58.1285,5.48,4.7,mb,,82,0.253,0.82,us,us7000c7ai,2020-10-29T00:11:38.040Z,South Shetland Islands,earthquake,4.9,3.9,0.133,17,reviewed,us,us,tram xxx,1
2020-10-28T21:45:07.920Z,17.9608,-66.9235,9,2.85,md,21,190,0.0466,0.16,pr,pr2020302023,2020-10-28T22:06:27.040Z,"2 km SW of Guánica, Puerto Rico",earthquake,0.35,0.4,0.35,17,reviewed,pr,pr,tram xxx,1
2020-10-28T21:43:00.340Z,18.0035,-66.7603,14,2.96,md,20,151,0.1222,0.25,pr,pr2020302024,2020-10-28T22:26:16.211Z,"1 km SSE of Magas Arriba, Puerto Rico",earthquake,0.58,0.45,0.21,11,reviewed,pr,pr,tram xxx,1
2020-10-28T21:13:34.499Z,60.5765,-142.7384,6.8,2.7,ml,,,,0.82,ak,ak020dvsvrs9,2020-10-28T23:21:26.040Z,"95 km S of McCarthy, Alaska",earthquake,,0.2,,,automatic,ak,ak,tram xxx,1
2020-10-28T20:27:39.030Z,38.7631683,-122.7126694,1.47,2.58,md,27,57,0.05623,0.14,nc,nc73475971,2020-10-29T07:41:09.227Z,"2km SW of Anderson Springs, CA",earthquake,0.24,1.16,0.21,26,automatic,nc,nc,tram xxx,1
2020-10-28T20:22:58.700Z,36.459,-90.857,3.69,2.6,md,9,140,0.4564,0.14,nm,nm60116023,2020-10-28T23:07:21.980Z,"5 km NE of Maynard, Arkansas",earthquake,1.09,3.79,0.184,6,reviewed,nm,nm,tram xxx,1
2020-10-28T18:58:40.190Z,18.2106,-68.4595,129,4,md,23,182,0.3132,0.42,pr,pr2020302021,2020-10-28T19:24:28.945Z,"24 km SE of Boca de Yuma, Dominican Republic",earthquake,4.72,1.69,0.14,12,reviewed,pr,pr,tram xxx,1
2020-10-28T18:14:30.080Z,33.5041667,-116.46,5.72,2.61,ml,118,28,0.07967,0.19,ci,ci39447775,2020-10-31T00:47:07.436Z,"21km ESE of Anza, CA",earthquake,0.09,0.36,0.149,28,reviewed,ci,ci,tram xxx,1
2020-10-28T16:13:55.564Z,-21.3579,-69.9171,54.76,4,mb,,147,0.042,0.51,us,us7000c6we,2020-10-29T01:21:57.611Z,"86 km NNE of Tocopilla, Chile",earthquake,4.7,7.2,0.365,2,reviewed,us,us,tram xxx,1
2020-10-28T15:41:48.420Z,17.917,-66.8445,12,2.75,md,16,204,0.0677,0.2,pr,pr2020302020,2020-10-28T22:06:25.040Z,"8 km SE of Maria Antonia, Puerto Rico",earthquake,0.84,0.43,0.22,9,reviewed,pr,pr,tram xxx,1
2020-10-28T15:39:19.984Z,-29.316,-71.2652,49.55,4.1,mb,,175,0.579,0.65,us,us7000c6vl,2020-10-28T22:02:04.040Z,"65 km N of La Serena, Chile",earthquake,2.4,10.5,0.262,4,reviewed,us,us,tram xxx,1
2020-10-28T15:12:11.090Z,-23.8019,69.2325,10,4.9,mb,,62,20.763,0.91,us,us7000c6uy,2020-10-28T20:56:52.040Z,Mid-Indian Ridge,earthquake,11.7,1.8,0.079,51,reviewed,us,us,tram xxx,1
2020-10-28T14:59:51.400Z,17.9193,-66.8441,12,2.5,md,9,224,0.0659,0.13,pr,pr2020302018,2020-10-28T15:57:06.120Z,"8 km SE of Maria Antonia, Puerto Rico",earthquake,0.69,0.65,0.05,3,reviewed,pr,pr,tram xxx,1
2020-10-28T14:55:07.330Z,17.9291,-66.846,12,2.57,md,16,197,0.0567,0.2,pr,pr.2020302017,2020-10-28T15:36:52.970Z,"7 km SE of Maria Antonia, Puerto Rico",earthquake,0.82,0.47,0.25,13,reviewed,pr,pr,tram xxx,1
2020-10-28T14:53:10.766Z,-29.3296,-71.214,43.8,5.8,mww,,91,0.55,0.71,us,us7000c6u9,2020-10-29T14:58:02.365Z,"63 km N of La Serena, Chile",earthquake,5.4,5.3,0.05,38,reviewed,us,us,tram xxx,1
2020-10-28T14:41:28.400Z,17.9131,-66.8491,12,2.98,md,21,202,0.0689,0.26,pr,pr2020302016,2020-10-28T15:35:59.441Z,"8 km SSE of Maria Antonia, Puerto Rico",earthquake,0.79,0.53,0.23,6,reviewed,pr,pr,tram xxx,1
2020-10-28T14:31:34.476Z,67.2337,-155.3517,9.1,3.3,ml,,,,0.8,ak,ak020dvotldq,2020-10-28T14:45:27.774Z,"75 km ENE of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak,tram xxx,1
2020-10-28T14:12:56.275Z,-14.4415,167.3852,178.34,5.8,mww,,53,1.015,0.78,us,us7000c6sn,2020-10-29T14:16:53.312Z,"65 km SSW of Sola, Vanuatu",earthquake,7.7,5,0.061,26,reviewed,us,us,tram xxx,1
2020-10-28T14:07:37.455Z,31.6882,-104.1339,5,3.9,mb,,49,0.26,0.48,us,us7000c6s7,2020-10-29T14:10:07.293Z,"50 km W of Mentone, Texas",earthquake,1.7,2,0.21,6,reviewed,us,us,tram xxx,1
2020-10-28T14:04:26.480Z,17.9296,-66.8493,12,2.64,md,19,196,0.0544,0.37,pr,pr2020302012,2020-10-28T14:21:15.500Z,"6 km SE of Maria Antonia, Puerto Rico",earthquake,0.99,0.64,0.19,10,reviewed,pr,pr,tram xxx,1
2020-10-28T13:45:32.863Z,-31.3733,-72.4584,16.2,4.1,mwr,,179,0.992,0.4,us,us7000c6ry,2020-11-03T10:53:52.040Z,"125 km WNW of Illapel, Chile",earthquake,6.2,5.6,0.065,23,reviewed,us,us,tram xxx,1
2020-10-28T13:08:38.630Z,17.9418,-66.981,9,2.91,md,19,224,0.069,0.09,pr,pr2020302010,2020-10-28T13:32:58.581Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.37,0.45,0.42,7,reviewed,pr,pr,tram xxx,1
2020-10-28T12:57:19.360Z,17.8946,-66.841,12,2.53,md,15,208,0.0891,0.26,pr,pr2020302009,2020-10-28T13:14:19.205Z,"10 km SSE of Maria Antonia, Puerto Rico",earthquake,0.99,0.61,0.31,12,reviewed,pr,pr,tram xxx,1
2020-10-28T12:54:54.575Z,-6.0287,147.7609,58.92,4.4,mb,,139,3.406,0.75,us,us7000c6r9,2020-10-28T13:12:33.040Z,"59 km N of Finschhafen, Papua New Guinea",earthquake,12,5.5,0.103,27,reviewed,us,us,tram xxx,1
2020-10-28T12:50:31.200Z,17.9366,-66.978,8,2.78,md,15,211,0.0739,0.15,pr,pr2020302008,2020-10-28T13:08:15.150Z,"8 km WSW of Guánica, Puerto Rico",earthquake,0.51,0.82,0.28,5,reviewed,pr,pr,tram xxx,1
2020-10-28T12:25:21.135Z,-63.5089,-156.5043,10,5.4,mww,,118,18.26,0.53,us,us7000c6qt,2020-10-29T12:31:20.751Z,Pacific-Antarctic Ridge,earthquake,14.9,1.9,0.086,13,reviewed,us,us,tram xxx,1
2020-10-28T12:23:38.549Z,32.1358,137.4964,411.13,4.3,mb,,126,2.185,0.81,us,us7000c6qs,2020-10-28T12:45:25.040Z,"226 km SE of Shingū, Japan",earthquake,10.7,7.9,0.044,147,reviewed,us,us,tram xxx,1
2020-10-28T12:02:45.318Z,-62.9473,-157.7534,10,5.3,mww,,146,18.554,0.96,us,us7000c7ka,2020-10-30T14:46:04.040Z,Pacific-Antarctic Ridge,earthquake,16.6,1.9,0.073,18,reviewed,us,us,tram xxx,1
2020-10-28T11:25:10.208Z,65.3476,-163.0227,0.9,3.2,ml,,,,0.63,ak,ak020dvmzyg3,2020-10-28T11:49:57.040Z,"76 km NNE of White Mountain, Alaska",earthquake,,0.4,,,automatic,ak,ak,tram xxx,1
2020-10-28T11:21:15.556Z,-17.915,-178.3532,526.66,4.5,mb,,79,3.427,0.66,us,us7000c6q7,2020-10-28T11:41:26.040Z,"247 km E of Levuka, Fiji",earthquake,13.2,8.3,0.056,94,reviewed,us,us,tram xxx,1
2020-10-28T10:11:27.320Z,36.4536667,-90.8643333,3.42,2.54,md,9,141,0.4488,0.03,nm,nm60115923,2020-10-28T13:51:01.860Z,"4 km NE of Maynard, Arkansas",earthquake,0.83,2.57,0.018,4,reviewed,nm,nm,tram xxx,1
2020-10-28T09:52:38.424Z,-34.9131,-71.7234,59.87,4.1,mb,,121,0.195,0.71,us,us7000c6pq,2020-10-28T16:13:58.461Z,"37 km W of Rauco, Chile",earthquake,6.5,9.5,0.261,4,reviewed,us,us,tram xxx,1
2020-10-28T09:16:15.366Z,39.8002,40.3466,10,4.4,mb,,59,0.246,0.69,us,us7000c6pg,2020-10-28T16:43:21.040Z,"3 km NW of Tercan, Turkey",earthquake,3.7,1.8,0.155,13,reviewed,us,us,tram xxx,1
2020-10-28T09:08:59.793Z,-0.1729,124.4688,41.18,5.3,mww,,24,1.903,1.34,us,us7000c6p7,2020-10-28T09:30:20.040Z,"168 km SSW of Tomohon, Indonesia",earthquake,6.4,4.8,0.098,10,reviewed,us,us,tram xxx,1
2020-10-28T09:04:18.580Z,17.918,-66.8458,10,3.24,md,20,200,0.0662,0.11,pr,pr2020302007,2020-10-28T09:59:14.040Z,"8 km SE of Maria Antonia, Puerto Rico",earthquake,0.34,0.4,0.14,7,reviewed,pr,pr,tram xxx,1
2020-10-28T09:02:32.166Z,-14.9272,-75.6744,10,5.6,mww,,131,3.135,0.79,us,us7000c6p3,2020-10-29T09:06:58.233Z,"56 km WSW of Changuillo, Peru",earthquake,8.2,1.9,0.066,22,reviewed,us,us,tram xxx,1
2020-10-28T08:47:16.600Z,38.0388336,-118.7350006,2.74,2.48,md,22,113,0.2791,0.07,nc,nc73475811,2020-10-28T15:59:14.644Z,"31km SE of Bodie, CA",earthquake,0.5,9.5,0.22,21,automatic,nc,nc,tram xxx,1
2020-10-28T08:31:01.740Z,17.989,-66.8311,14,2.56,md,18,161,0.0501,0.14,pr,pr2020302006,2020-10-29T06:04:45.040Z,"1 km WSW of Indios, Puerto Rico",earthquake,0.38,0.38,0.16,9,reviewed,pr,pr,tram xxx,1
2020-10-28T08:07:29.104Z,31.6443,-104.2919,2.2,2.8,ml,,63,0.129,0.38,us,us7000c6nj,2020-10-29T06:47:04.040Z,"59 km S of Whites City, New Mexico",earthquake,2.2,6.7,0.047,60,reviewed,us,us,tram xxx,1
2020-10-28T07:54:47.504Z,51.927,178.5332,161.92,3.1,ml,,149,0.037,0.7,us,us7000c78f,2020-10-29T05:53:40.173Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,15.9,9.9,0.105,12,reviewed,us,us,tram xxx,1
2020-10-28T07:42:44.956Z,31.0412,-103.2873,5,2.6,ml,,54,0.088,0.58,us,us7000c6ng,2020-10-29T06:41:58.040Z,"30 km SW of Coyanosa, Texas",earthquake,1.5,1.9,0.046,62,reviewed,us,us,tram xxx,1
2020-10-28T07:31:34.571Z,0.5317,125.9524,40.5,4.4,mb,,74,1.434,0.73,us,us7000c6nf,2020-10-29T05:46:57.040Z,"143 km SE of Tondano, Indonesia",earthquake,8.4,10.8,0.162,13,reviewed,us,us,tram xxx,1
2020-10-28T07:24:32.028Z,54.6374,-161.232,2.4,3.2,ml,,180,0.835,1.15,us,us7000c6nh,2020-10-29T05:37:15.040Z,"84 km SE of King Cove, Alaska",earthquake,7.4,12.9,0.064,32,reviewed,us,us,tram xxx,1
2020-10-28T06:58:32.036Z,35.7356,140.1095,70.26,4.8,mb,,137,1.735,0.75,us,us7000c6n5,2020-10-30T06:16:21.435Z,"8 km SSE of Shiroi, Japan",earthquake,7.9,7,0.083,45,reviewed,us,us,tram xxx,1
2020-10-28T06:49:15.406Z,-8.6033,112.4139,93.55,4.1,mb,,109,1.724,1.29,us,us7000c6n1,2020-10-29T05:28:04.040Z,"49 km S of Sumberpucung, Indonesia",earthquake,8.9,2.1,0.157,12,reviewed,us,us,tram xxx,1
2020-10-28T06:41:16.049Z,-6.8896,153.9185,10,4.7,mb,,154,3.199,0.82,us,us7000c6nb,2020-10-28T08:17:28.040Z,"184 km WSW of Panguna, Papua New Guinea",earthquake,6.4,1.9,0.076,52,reviewed,us,us,tram xxx,1
2020-10-28T06:11:37.976Z,36.4122,70.952,109.58,4.4,mb,,103,2.431,0.7,us,us7000c6mg,2020-10-29T05:20:10.040Z,"51 km SSE of Jurm, Afghanistan",earthquake,7.7,13.4,0.219,6,reviewed,us,us,tram xxx,1
2020-10-28T06:08:05.160Z,-22.9162,-67.0773,224.19,4.2,mb,,56,1.016,0.61,us,us7000c6mc,2020-10-29T05:18:20.040Z,"115 km E of San Pedro de Atacama, Chile",earthquake,11.1,12.3,0.264,4,reviewed,us,us,tram xxx,1
2020-10-28T06:08:00.454Z,54.5048,-159.8189,24.47,2.6,ml,,222,0.353,1.01,us,us7000c785,2020-10-29T05:11:17.040Z,"102 km SSE of Sand Point, Alaska",earthquake,3.2,10.7,0.128,8,reviewed,us,us,tram xxx,1
2020-10-28T05:49:17.430Z,-24.1758,-67.3795,188.61,4.6,mb,,99,1.421,0.7,us,us7000c6m9,2020-10-28T06:09:27.040Z,"107 km W of San Antonio de los Cobres, Argentina",earthquake,9.4,9.9,0.314,5,reviewed,us,us,tram xxx,1
2020-10-28T05:06:43.470Z,17.9021,-66.8918,13,2.56,md,16,225,0.0741,0.1,pr,pr2020302005,2020-10-28T05:27:27.442Z,"7 km SSE of Guánica, Puerto Rico",earthquake,0.54,0.35,0.16,5,reviewed,pr,pr,tram xxx,1
2020-10-28T04:52:32.186Z,-34.8853,-71.7052,57.85,5.5,mww,,44,0.222,0.77,us,us7000c6lj,2020-10-29T04:57:05.071Z,"35 km W of Rauco, Chile",earthquake,2.9,3.4,0.05,39,reviewed,us,us,tram xxx,1
2020-10-28T04:43:34.128Z,50.5214,179.3012,11.73,3,ml,,278,0.856,0.53,us,us7000c77v,2020-10-29T22:21:07.401Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6,15,0.115,10,reviewed,us,us,tram xxx,1
2020-10-28T04:13:41.983Z,53.2014,-173.4182,233.22,5.5,mww,,32,1.108,1.04,us,us7000c6l2,2020-11-03T04:23:51.051Z,"123 km NNE of Atka, Alaska",earthquake,6.7,3.8,0.03,104,reviewed,us,us,tram xxx,1
2020-10-28T03:28:46.014Z,54.3912,-160.0885,5.57,2.9,ml,,220,0.527,0.49,us,us7000c77k,2020-10-29T04:50:56.040Z,"108 km SSE of Sand Point, Alaska",earthquake,3.9,9.8,0.077,22,reviewed,us,us,tram xxx,1
2020-10-28T03:28:29.750Z,17.9605,-67.0165,7,2.68,md,20,203,0.0291,0.1,pr,pr2020302004,2020-10-29T02:40:06.486Z,"3 km ESE of La Parguera, Puerto Rico",earthquake,0.43,0.18,0.32,15,reviewed,pr,pr,tram xxx,1
2020-10-28T03:01:37.183Z,-42.2961,174.7173,24.84,4.9,mb,,70,0.663,0.59,us,us7000c6kh,2020-10-29T04:26:30.362Z,"107 km SE of Blenheim, New Zealand",earthquake,2.8,5.7,0.106,28,reviewed,us,us,tram xxx,1
2020-10-28T01:47:58.366Z,54.4994,-159.6316,27.9,3.6,mb,,197,0.333,0.64,us,us7000c6k0,2020-10-28T02:04:59.040Z,"108 km SSE of Sand Point, Alaska",earthquake,5.3,5.1,0.25,4,reviewed,us,us,tram xxx,1
2020-10-28T01:38:45.540Z,17.9615,-66.8831,10,2.74,md,20,185,0.0141,0.15,pr,pr2020302003,2020-10-28T02:02:27.393Z,"1 km SSE of Maria Antonia, Puerto Rico",earthquake,0.48,0.34,0.21,17,reviewed,pr,pr,tram xxx,1
2020-10-28T01:30:07.064Z,54.5702,-159.8899,26.78,3.5,ml,,201,0.314,0.88,us,us7000c6ju,2020-10-28T01:39:54.040Z,"93 km SSE of Sand Point, Alaska",earthquake,7.9,12.1,0.076,23,reviewed,us,us,tram xxx,1
2020-10-28T01:08:30.870Z,17.936,-66.804,12,2.82,md,21,192,0.0848,0.19,pr,pr2020302002,2020-10-28T01:33:37.594Z,"6 km SSE of Indios, Puerto Rico",earthquake,0.61,0.39,0.17,17,reviewed,pr,pr,tram xxx,1
